pet_id,issue_date,listing_date,condition,color_type,length(m),X1,X2,breed_category,pet_category,issue_date_dt,listing_date_dt,date_diff,conditionnan,height(m)
ANSL_57936,2013-06-28 00:00:00,2016-11-04 18:14:00,0.0,Tan,0.58,0,1,1.0,2,2013-06-28,2016-11-04,1225,0,0.2138
ANSL_57102,2018-01-07 00:00:00,2019-01-28 13:45:00,3.0,Brown,0.77,0,3,2.0,4,2018-01-07,2019-01-28,386,1,0.2433
ANSL_75115,2018-01-14 00:00:00,2018-11-01 22:01:00,0.0,Blue,0.48,0,1,1.0,2,2018-01-14,2018-11-01,291,0,0.0729
ANSL_65241,2015-08-24 00:00:00,2017-10-09 17:03:00,1.0,White,0.12,0,1,0.0,2,2015-08-24,2017-10-09,777,0,0.1161
ANSL_71788,2016-09-10 00:00:00,2016-11-25 08:06:00,2.0,Brown Tabby,0.66,9,2,1.0,1,2016-09-10,2016-11-25,76,0,0.3107
ANSL_54600,2016-11-28 00:00:00,2017-03-22 16:59:00,0.0,Brown Tabby,0.42,0,1,1.0,1,2016-11-28,2017-03-22,114,0,0.23600000000000002
ANSL_54875,2016-09-01 00:00:00,2016-09-29 19:03:00,3.0,Blue,0.72,13,9,2.0,1,2016-09-01,2016-09-29,28,1,0.2528
ANSL_67356,2017-06-11 00:00:00,2018-07-03 08:25:00,3.0,Brown,0.35,15,4,2.0,4,2017-06-11,2018-07-03,387,1,0.0521
ANSL_71315,2017-01-06 00:00:00,2017-02-11 17:06:00,2.0,Brown,0.04,13,9,0.0,2,2017-01-06,2017-02-11,36,0,0.1051
ANSL_72102,2010-06-02 00:00:00,2016-08-03 11:08:00,2.0,White,0.48,0,7,1.0,2,2010-06-02,2016-08-03,2254,0,0.364
ANSL_55937,2017-01-06 00:00:00,2017-08-04 14:35:00,2.0,Brown Brindle,0.08,13,9,1.0,2,2017-01-06,2017-08-04,210,0,0.4003
ANSL_57584,2014-09-09 00:00:00,2017-10-17 12:57:00,1.0,Black,0.85,0,7,0.0,2,2014-09-09,2017-10-17,1134,0,0.365
ANSL_74811,2016-06-22 00:00:00,2017-07-17 16:41:00,0.0,Tan,0.21,13,9,1.0,2,2016-06-22,2017-07-17,390,0,0.4866
ANSL_59313,2016-05-14 00:00:00,2018-06-04 12:15:00,1.0,White,0.94,0,7,0.0,2,2016-05-14,2018-06-04,751,0,0.2365
ANSL_52330,2017-08-15 00:00:00,2018-04-19 19:03:00,1.0,White,0.93,0,1,0.0,2,2017-08-15,2018-04-19,247,0,0.46159999999999995
ANSL_61265,2016-02-03 00:00:00,2018-10-23 11:51:00,1.0,Tan,0.95,13,9,0.0,2,2016-02-03,2018-10-23,993,0,0.2126
ANSL_69171,2014-05-02 00:00:00,2019-01-30 11:32:00,1.0,Silver,0.28,0,7,0.0,2,2014-05-02,2019-01-30,1734,0,0.092
ANSL_66077,2014-09-06 00:00:00,2016-09-28 11:23:00,1.0,Brown,0.02,0,7,0.0,2,2014-09-06,2016-09-28,753,0,0.3671
ANSL_57201,2009-02-22 00:00:00,2018-09-16 17:18:00,1.0,Brown Tabby,0.39,0,7,0.0,1,2009-02-22,2018-09-16,3493,0,0.28190000000000004
ANSL_75515,2014-03-19 00:00:00,2019-04-10 17:35:00,1.0,Chocolate,0.1,13,9,0.0,2,2014-03-19,2019-04-10,1848,0,0.19399999999999998
ANSL_51087,2018-11-06 00:00:00,2019-02-05 00:00:00,2.0,Black,0.15,13,9,1.0,1,2018-11-06,2019-02-05,91,0,0.32630000000000003
ANSL_50798,2014-10-20 00:00:00,2017-05-17 14:47:00,2.0,Orange Tabby,0.72,13,9,0.0,1,2014-10-20,2017-05-17,940,0,0.43229999999999996
ANSL_69104,2016-12-02 00:00:00,2017-03-27 14:42:00,1.0,Tan,0.11,0,1,0.0,2,2016-12-02,2017-03-27,115,0,0.20989999999999998
ANSL_51280,2017-10-07 00:00:00,2017-12-31 17:57:00,1.0,Brown,0.07,0,1,0.0,2,2017-10-07,2017-12-31,85,0,0.29350000000000004
ANSL_72249,2017-01-16 00:00:00,2017-08-09 18:31:00,0.0,Tan,0.61,0,1,1.0,2,2017-01-16,2017-08-09,205,0,0.4239
ANSL_72066,2018-04-11 00:00:00,2018-07-14 16:30:00,0.0,White,0.57,0,1,1.0,2,2018-04-11,2018-07-14,94,0,0.16829999999999998
ANSL_71701,2001-06-29 00:00:00,2016-07-20 15:47:00,2.0,Silver,0.93,13,9,1.0,2,2001-06-29,2016-07-20,5500,0,0.27440000000000003
ANSL_51564,2014-09-04 00:00:00,2016-09-28 09:22:00,2.0,White,0.82,0,7,1.0,2,2014-09-04,2016-09-28,755,0,0.2986
ANSL_60426,2016-01-27 00:00:00,2017-03-29 13:00:00,0.0,Brown,0.89,0,1,1.0,2,2016-01-27,2017-03-29,427,0,0.3797
ANSL_65679,2012-01-24 00:00:00,2018-03-04 16:19:00,0.0,Tan,0.94,0,7,1.0,2,2012-01-24,2018-03-04,2231,0,0.0652
ANSL_76855,2012-04-17 00:00:00,2019-05-11 16:34:00,2.0,Cream,0.99,13,9,1.0,2,2012-04-17,2019-05-11,2580,0,0.19640000000000002
ANSL_75421,2015-03-09 00:00:00,2019-04-08 18:00:00,1.0,Cream Tabby,0.78,0,1,0.0,1,2015-03-09,2019-04-08,1491,0,0.18
ANSL_73186,2017-01-06 00:00:00,2017-04-02 16:27:00,0.0,Black,0.88,0,1,1.0,2,2017-01-06,2017-04-02,86,0,0.1191
ANSL_57498,2010-02-07 00:00:00,2017-02-28 12:51:00,0.0,Tricolor,0.08,0,7,1.0,2,2010-02-07,2017-02-28,2578,0,0.2787
ANSL_67687,2010-05-26 00:00:00,2016-09-25 13:45:00,1.0,Sable,0.88,0,1,0.0,2,2010-05-26,2016-09-25,2314,0,0.1454
ANSL_55957,2018-08-05 00:00:00,2018-11-29 11:42:00,1.0,Black,0.25,0,1,0.0,1,2018-08-05,2018-11-29,116,0,0.23309999999999997
ANSL_72565,2018-07-02 00:00:00,2018-10-07 17:39:00,0.0,Cream,0.81,0,1,1.0,2,2018-07-02,2018-10-07,97,0,0.3014
ANSL_71072,2010-02-25 00:00:00,2018-03-15 11:52:00,2.0,Brown Brindle,0.42,0,7,1.0,2,2010-02-25,2018-03-15,2940,0,0.4673
ANSL_70500,2017-08-11 00:00:00,2017-11-16 13:26:00,0.0,Calico,0.56,0,1,1.0,1,2017-08-11,2017-11-16,97,0,0.3821
ANSL_72720,2016-12-10 00:00:00,2017-03-16 08:25:00,0.0,Tortie,0.78,7,1,1.0,1,2016-12-10,2017-03-16,96,0,0.33659999999999995
ANSL_55192,2017-09-02 00:00:00,2017-12-04 15:09:00,1.0,White,0.84,0,1,0.0,1,2017-09-02,2017-12-04,93,0,0.2851
ANSL_69558,2015-08-29 00:00:00,2016-08-04 16:31:00,1.0,Tan,0.71,13,9,0.0,2,2015-08-29,2016-08-04,341,0,0.2884
ANSL_75177,2016-04-29 00:00:00,2017-06-20 15:15:00,1.0,Black,0.25,13,9,0.0,1,2016-04-29,2017-06-20,417,0,0.2887
ANSL_50331,2015-07-25 00:00:00,2017-03-23 13:07:00,1.0,Black,0.74,13,9,0.0,1,2015-07-25,2017-03-23,607,0,0.1721
ANSL_58336,2017-07-28 00:00:00,2017-11-04 17:19:00,0.0,Black,0.82,0,1,1.0,1,2017-07-28,2017-11-04,99,0,0.22219999999999998
ANSL_67972,2003-04-07 00:00:00,2018-05-08 11:16:00,1.0,Gray,0.97,0,7,0.0,2,2003-04-07,2018-05-08,5510,0,0.4653
ANSL_58596,2015-05-08 00:00:00,2016-08-31 08:22:00,0.0,Yellow Brindle,0.98,15,4,1.0,2,2015-05-08,2016-08-31,481,0,0.19329999999999997
ANSL_57257,2016-07-31 00:00:00,2017-08-26 14:13:00,2.0,Brown,0.71,13,9,1.0,2,2016-07-31,2017-08-26,391,0,0.2632
ANSL_59239,2018-02-25 00:00:00,2019-03-16 08:54:00,3.0,Brown,0.03,15,4,2.0,4,2018-02-25,2019-03-16,384,1,0.1424
ANSL_63943,2012-07-08 00:00:00,2016-11-20 13:42:00,1.0,Black,0.02,0,7,0.0,2,2012-07-08,2016-11-20,1596,0,0.25379999999999997
ANSL_62230,2017-07-18 00:00:00,2018-06-29 18:03:00,0.0,Black,0.82,0,1,1.0,1,2017-07-18,2018-06-29,346,0,0.4702
ANSL_53011,2018-06-12 00:00:00,2019-02-14 18:56:00,1.0,Black,0.52,0,1,0.0,1,2018-06-12,2019-02-14,247,0,0.48
ANSL_76808,2008-12-04 00:00:00,2019-05-10 00:00:00,0.0,Blue Tabby,0.85,13,9,1.0,1,2008-12-04,2019-05-10,3809,0,0.49119999999999997
ANSL_53128,2012-01-17 00:00:00,2017-05-03 14:32:00,0.0,Fawn,0.33,0,1,1.0,2,2012-01-17,2017-05-03,1933,0,0.1025
ANSL_72771,2009-07-10 00:00:00,2017-07-31 12:28:00,1.0,Black,0.01,0,7,0.0,2,2009-07-10,2017-07-31,2943,0,0.0944
ANSL_67100,2013-08-04 00:00:00,2016-08-27 19:08:00,1.0,Sable,0.73,0,7,0.0,2,2013-08-04,2016-08-27,1119,0,0.0842
ANSL_55599,2013-08-20 00:00:00,2018-05-07 19:03:00,2.0,White,0.05,0,7,1.0,2,2013-08-20,2018-05-07,1721,0,0.2506
ANSL_66165,2017-06-12 00:00:00,2018-04-07 18:24:00,1.0,White,0.45,0,1,0.0,2,2017-06-12,2018-04-07,299,0,0.1085
ANSL_58129,2014-11-05 00:00:00,2016-11-27 09:00:00,3.0,Black,0.31,16,9,2.0,1,2014-11-05,2016-11-27,753,1,0.33630000000000004
ANSL_60443,2017-12-16 00:00:00,2018-01-13 16:21:00,3.0,Tortie,0.85,13,9,2.0,1,2017-12-16,2018-01-13,28,1,0.2114
ANSL_61348,2016-08-23 00:00:00,2017-09-14 07:40:00,3.0,Black,0.49,9,2,2.0,2,2016-08-23,2017-09-14,387,1,0.1354
ANSL_64583,2018-09-06 00:00:00,2018-12-02 12:30:00,2.0,Black,0.24,13,9,0.0,1,2018-09-06,2018-12-02,87,0,0.24780000000000002
ANSL_65126,2016-10-03 00:00:00,2016-12-19 12:30:00,0.0,Black,0.7,0,1,1.0,1,2016-10-03,2016-12-19,77,0,0.1503
ANSL_56426,2014-06-06 00:00:00,2017-07-10 13:31:00,1.0,Black,0.12,13,9,0.0,1,2014-06-06,2017-07-10,1130,0,0.1838
ANSL_50576,2017-06-06 00:00:00,2018-04-02 17:13:00,2.0,Tan,1.0,0,1,1.0,2,2017-06-06,2018-04-02,300,0,0.4434
ANSL_53403,2018-04-10 00:00:00,2018-08-02 15:54:00,0.0,Black,0.79,13,9,1.0,2,2018-04-10,2018-08-02,114,0,0.0978
ANSL_73944,2016-07-05 00:00:00,2016-09-30 00:00:00,2.0,Black,0.86,13,9,0.0,2,2016-07-05,2016-09-30,87,0,0.42560000000000003
ANSL_76693,2018-07-11 00:00:00,2019-05-09 11:47:00,0.0,Tortie,0.79,18,4,1.0,1,2018-07-11,2019-05-09,302,0,0.2908
ANSL_53871,2017-10-05 00:00:00,2018-10-29 15:22:00,1.0,Black,0.1,0,7,0.0,2,2017-10-05,2018-10-29,389,0,0.214
ANSL_56702,2016-07-19 00:00:00,2016-10-14 10:30:00,1.0,Blue,0.21,13,9,0.0,1,2016-07-19,2016-10-14,87,0,0.282
ANSL_57548,2017-02-08 00:00:00,2018-04-09 09:31:00,0.0,Tortie,0.85,13,9,1.0,1,2017-02-08,2018-04-09,425,0,0.3996
ANSL_61294,2014-10-22 00:00:00,2017-12-13 13:58:00,1.0,Tan,0.1,0,1,0.0,2,2014-10-22,2017-12-13,1148,0,0.33039999999999997
ANSL_62031,2014-01-07 00:00:00,2017-01-31 12:46:00,1.0,White,0.66,13,9,0.0,2,2014-01-07,2017-01-31,1120,0,0.1954
ANSL_74730,2017-07-07 00:00:00,2017-10-19 17:05:00,1.0,Black,0.23,7,1,0.0,1,2017-07-07,2017-10-19,104,0,0.2236
ANSL_60919,2016-10-17 00:00:00,2017-11-11 18:24:00,1.0,Tan,0.85,0,1,0.0,2,2016-10-17,2017-11-11,390,0,0.34130000000000005
ANSL_60197,2016-11-14 00:00:00,2017-02-08 18:44:00,2.0,Brown Tabby,0.95,0,1,1.0,1,2016-11-14,2017-02-08,86,0,0.20600000000000002
ANSL_65492,2015-12-09 00:00:00,2017-01-02 18:40:00,1.0,Brown,0.63,0,1,0.0,2,2015-12-09,2017-01-02,390,0,0.1889
ANSL_69741,2017-02-03 00:00:00,2017-07-26 17:07:00,1.0,Brown Brindle,0.91,0,1,0.0,2,2017-02-03,2017-07-26,173,0,0.41590000000000005
ANSL_54214,2016-12-23 00:00:00,2018-01-13 15:15:00,3.0,Black,0.28,15,4,2.0,4,2016-12-23,2018-01-13,386,1,0.1883
ANSL_70196,2017-03-16 00:00:00,2019-04-03 17:19:00,2.0,Black,0.83,0,7,1.0,2,2017-03-16,2019-04-03,748,0,0.2236
ANSL_54508,2014-09-17 00:00:00,2016-12-17 17:17:00,0.0,White,0.78,0,1,1.0,2,2014-09-17,2016-12-17,822,0,0.06509999999999999
ANSL_61868,2018-07-01 00:00:00,2019-02-01 16:21:00,0.0,Brown Tabby,0.7,0,1,1.0,1,2018-07-01,2019-02-01,215,0,0.47609999999999997
ANSL_66977,2018-04-17 00:00:00,2018-07-13 11:34:00,1.0,Brown Tabby,0.47,7,1,0.0,1,2018-04-17,2018-07-13,87,0,0.0897
ANSL_66547,2016-07-28 00:00:00,2017-08-19 14:08:00,2.0,Black,0.07,0,7,0.0,2,2016-07-28,2017-08-19,387,0,0.2591
ANSL_75394,2017-08-05 00:00:00,2019-04-08 15:28:00,1.0,Brown,0.08,0,1,0.0,2,2017-08-05,2019-04-08,611,0,0.172
ANSL_73140,2018-05-03 00:00:00,2018-07-01 13:27:00,2.0,Black,0.1,8,2,1.0,1,2018-05-03,2018-07-01,59,0,0.3126
ANSL_61866,2008-09-24 00:00:00,2016-10-17 08:59:00,2.0,Black,0.22,18,4,0.0,1,2008-09-24,2016-10-17,2945,0,0.1826
ANSL_76570,2018-04-06 00:00:00,2019-05-01 18:03:00,1.0,Brown,0.08,0,1,0.0,2,2018-04-06,2019-05-01,390,0,0.0753
ANSL_57181,2018-07-15 00:00:00,2018-12-22 12:33:00,1.0,Orange Tabby,0.68,7,1,0.0,1,2018-07-15,2018-12-22,160,0,0.4224
ANSL_52506,2014-03-19 00:00:00,2016-09-16 12:47:00,1.0,Black,0.82,0,1,0.0,2,2014-03-19,2016-09-16,912,0,0.3212
ANSL_58843,2016-07-27 00:00:00,2016-09-25 13:57:00,2.0,Calico,0.6,13,9,1.0,1,2016-07-27,2016-09-25,60,0,0.23170000000000002
ANSL_55694,2011-06-05 00:00:00,2016-09-07 08:04:00,1.0,Blue,0.24,15,4,0.0,2,2011-06-05,2016-09-07,1921,0,0.3882
ANSL_69208,2014-07-29 00:00:00,2016-08-23 14:14:00,1.0,Black,0.15,0,1,0.0,2,2014-07-29,2016-08-23,756,0,0.37450000000000006
ANSL_71750,2016-08-21 00:00:00,2016-12-18 18:37:00,1.0,White,0.76,0,1,0.0,1,2016-08-21,2016-12-18,119,0,0.30519999999999997
ANSL_75566,2014-02-07 00:00:00,2019-04-12 15:33:00,0.0,Buff,0.84,0,7,1.0,2,2014-02-07,2019-04-12,1890,0,0.3957
ANSL_74148,2014-12-15 00:00:00,2018-05-04 11:04:00,0.0,Black,0.06,7,1,1.0,2,2014-12-15,2018-05-04,1236,0,0.055999999999999994
ANSL_51106,2018-07-16 00:00:00,2018-10-04 18:24:00,0.0,Brown Tabby,0.38,7,1,1.0,1,2018-07-16,2018-10-04,80,0,0.21850000000000003
ANSL_54561,2005-06-04 00:00:00,2017-03-14 12:22:00,2.0,Black,0.45,13,9,0.0,1,2005-06-04,2017-03-14,4301,0,0.49369999999999997
ANSL_61361,2017-08-11 00:00:00,2017-09-23 19:29:00,2.0,Brown Tabby,0.13,13,9,0.0,1,2017-08-11,2017-09-23,43,0,0.2733
ANSL_59054,2013-01-24 00:00:00,2017-02-14 19:21:00,0.0,Tan,0.97,0,7,1.0,2,2013-01-24,2017-02-14,1482,0,0.17989999999999998
ANSL_60090,2016-05-21 00:00:00,2016-08-11 12:24:00,1.0,Brown Brindle,0.81,0,7,0.0,2,2016-05-21,2016-08-11,82,0,0.40380000000000005
ANSL_69935,2017-11-01 00:00:00,2017-12-06 15:00:00,2.0,Brown Tabby,0.92,13,9,0.0,1,2017-11-01,2017-12-06,35,0,0.3221
ANSL_62090,2017-06-11 00:00:00,2017-09-29 19:26:00,0.0,Brown Tabby,0.7,0,1,1.0,1,2017-06-11,2017-09-29,110,0,0.47659999999999997
ANSL_59266,2015-09-10 00:00:00,2017-10-06 17:38:00,1.0,Brown,0.25,0,1,0.0,2,2015-09-10,2017-10-06,757,0,0.09949999999999999
ANSL_64357,2006-05-29 00:00:00,2017-01-07 17:39:00,1.0,Black,0.77,0,1,0.0,2,2006-05-29,2017-01-07,3876,0,0.20309999999999997
ANSL_70562,2014-10-15 00:00:00,2017-11-08 14:40:00,0.0,Tan,0.39,0,1,1.0,2,2014-10-15,2017-11-08,1120,0,0.37549999999999994
ANSL_51728,2017-12-08 00:00:00,2018-03-10 17:20:00,0.0,Brown Tabby,0.14,0,1,1.0,1,2017-12-08,2018-03-10,92,0,0.4384
ANSL_57283,2014-09-07 00:00:00,2016-09-28 11:35:00,2.0,Red,0.45,13,9,0.0,2,2014-09-07,2016-09-28,752,0,0.42469999999999997
ANSL_66519,2013-01-08 00:00:00,2017-10-09 13:18:00,0.0,White,0.78,0,1,1.0,1,2013-01-08,2017-10-09,1735,0,0.40909999999999996
ANSL_60234,2017-11-16 00:00:00,2018-02-14 17:07:00,1.0,Orange Tabby,0.58,0,1,0.0,1,2017-11-16,2018-02-14,90,0,0.08810000000000001
ANSL_65948,2017-10-02 00:00:00,2018-04-10 15:41:00,0.0,Tortie,0.99,0,1,1.0,1,2017-10-02,2018-04-10,190,0,0.37939999999999996
ANSL_55352,2012-11-24 00:00:00,2016-12-14 11:28:00,2.0,Brown,0.77,0,7,1.0,2,2012-11-24,2016-12-14,1481,0,0.4089
ANSL_51722,2009-11-06 00:00:00,2017-03-07 12:11:00,1.0,Black,0.95,0,7,0.0,1,2009-11-06,2017-03-07,2678,0,0.28600000000000003
ANSL_62570,2015-10-20 00:00:00,2018-11-16 17:35:00,1.0,White,0.66,0,1,0.0,1,2015-10-20,2018-11-16,1123,0,0.09210000000000002
ANSL_73984,2011-04-05 00:00:00,2017-09-30 00:00:00,0.0,Tricolor,0.68,13,9,1.0,2,2011-04-05,2017-09-30,2370,0,0.136
ANSL_74757,2016-10-24 00:00:00,2018-11-25 12:20:00,1.0,Brown,0.33,13,9,0.0,2,2016-10-24,2018-11-25,762,0,0.3565
ANSL_74325,2015-03-20 00:00:00,2017-04-18 19:14:00,0.0,Blue Tabby,0.69,16,9,1.0,1,2015-03-20,2017-04-18,760,0,0.4409
ANSL_62336,2017-02-19 00:00:00,2017-05-03 16:01:00,2.0,Black,0.2,13,9,1.0,2,2017-02-19,2017-05-03,73,0,0.061500000000000006
ANSL_66596,2017-01-21 00:00:00,2019-02-19 13:47:00,1.0,Black,0.83,13,9,0.0,2,2017-01-21,2019-02-19,759,0,0.1625
ANSL_65923,2018-06-29 00:00:00,2018-09-11 00:00:00,2.0,Gray Tabby,0.23,13,9,0.0,1,2018-06-29,2018-09-11,74,0,0.2571
ANSL_70446,2017-06-21 00:00:00,2017-11-21 15:30:00,1.0,Blue Tabby,0.02,0,1,0.0,1,2017-06-21,2017-11-21,153,0,0.4747
ANSL_58131,2017-07-06 00:00:00,2017-11-26 15:25:00,2.0,Sable,0.33,0,7,1.0,2,2017-07-06,2017-11-26,143,0,0.3665
ANSL_64967,2014-12-22 00:00:00,2018-01-16 18:22:00,0.0,Black,0.54,0,1,1.0,2,2014-12-22,2018-01-16,1121,0,0.2709
ANSL_52303,2016-06-30 00:00:00,2016-08-04 13:34:00,3.0,Orange Tabby,0.25,13,9,2.0,1,2016-06-30,2016-08-04,35,1,0.3885
ANSL_64305,2016-12-10 00:00:00,2017-03-16 08:44:00,1.0,Blue,0.68,7,1,0.0,1,2016-12-10,2017-03-16,96,0,0.31129999999999997
ANSL_63871,2006-09-13 00:00:00,2016-10-10 12:09:00,1.0,Tan,0.99,0,7,0.0,2,2006-09-13,2016-10-10,3680,0,0.424
ANSL_51467,2004-08-22 00:00:00,2016-09-12 09:32:00,0.0,Orange Tabby,0.71,18,4,1.0,1,2004-08-22,2016-09-12,4404,0,0.22719999999999999
ANSL_50697,2017-01-25 00:00:00,2019-02-15 18:30:00,1.0,Black,0.58,0,7,0.0,2,2017-01-25,2019-02-15,751,0,0.215
ANSL_76572,2017-04-11 00:00:00,2019-05-06 11:59:00,1.0,White,0.97,13,9,0.0,1,2017-04-11,2019-05-06,755,0,0.0799
ANSL_57433,2014-08-17 00:00:00,2018-12-25 19:20:00,1.0,White,0.71,4,4,0.0,2,2014-08-17,2018-12-25,1591,0,0.3443
ANSL_67398,2018-06-18 00:00:00,2018-09-08 12:02:00,3.0,Brown Tabby,0.74,18,4,2.0,1,2018-06-18,2018-09-08,82,1,0.2776
ANSL_65720,2012-02-24 00:00:00,2018-05-26 18:29:00,0.0,Red,0.85,13,9,1.0,2,2012-02-24,2018-05-26,2283,0,0.1699
ANSL_76859,2018-04-17 00:00:00,2019-05-11 17:36:00,1.0,Blue,0.5,0,1,0.0,2,2018-04-17,2019-05-11,389,0,0.4451
ANSL_56844,2018-05-23 00:00:00,2018-08-11 09:55:00,2.0,Black Tabby,0.37,8,2,0.0,1,2018-05-23,2018-08-11,80,0,0.28800000000000003
ANSL_50827,2014-07-01 00:00:00,2018-03-23 16:01:00,1.0,Brown,0.89,0,7,0.0,2,2014-07-01,2018-03-23,1361,0,0.0548
ANSL_66862,2015-12-14 00:00:00,2018-01-20 14:09:00,1.0,Tan,0.94,0,1,0.0,2,2015-12-14,2018-01-20,768,0,0.3225
ANSL_66116,2016-08-18 00:00:00,2016-09-14 18:52:00,3.0,White,0.01,13,9,2.0,2,2016-08-18,2016-09-14,27,1,0.0643
ANSL_73467,2018-10-14 00:00:00,2018-11-06 19:00:00,3.0,Orange Tabby,0.35,13,9,2.0,1,2018-10-14,2018-11-06,23,1,0.3563
ANSL_68227,2018-07-17 00:00:00,2018-09-05 09:54:00,2.0,Tricolor,0.56,13,9,0.0,2,2018-07-17,2018-09-05,50,0,0.3835
ANSL_70652,2014-07-15 00:00:00,2016-08-13 16:57:00,2.0,White,0.63,13,9,0.0,4,2014-07-15,2016-08-13,760,0,0.28059999999999996
ANSL_69345,2016-08-31 00:00:00,2016-09-29 13:45:00,2.0,Fawn,0.05,13,9,0.0,2,2016-08-31,2016-09-29,29,0,0.0617
ANSL_68674,2017-10-08 00:00:00,2017-11-29 08:46:00,2.0,Blue,0.69,18,4,1.0,1,2017-10-08,2017-11-29,52,0,0.4578
ANSL_66727,2018-06-11 00:00:00,2018-09-05 13:34:00,2.0,Brown,0.39,0,1,0.0,2,2018-06-11,2018-09-05,86,0,0.3864
ANSL_50503,2014-11-02 00:00:00,2016-11-23 18:45:00,0.0,Black,0.08,0,7,1.0,2,2014-11-02,2016-11-23,752,0,0.45049999999999996
ANSL_52286,2018-07-19 00:00:00,2018-09-06 00:00:00,2.0,Blue,0.48,13,9,1.0,1,2018-07-19,2018-09-06,49,0,0.2075
ANSL_71906,2016-05-14 00:00:00,2016-11-07 18:09:00,0.0,Tricolor,0.84,0,1,1.0,2,2016-05-14,2016-11-07,177,0,0.2245
ANSL_62946,2016-05-13 00:00:00,2017-06-03 08:08:00,3.0,Brown,0.17,15,4,2.0,4,2016-05-13,2017-06-03,386,1,0.336
ANSL_50226,2016-09-04 00:00:00,2018-11-29 12:03:00,0.0,Black,0.56,0,1,1.0,1,2016-09-04,2018-11-29,816,0,0.49119999999999997
ANSL_59120,2016-08-29 00:00:00,2016-12-22 16:48:00,1.0,Brown Tabby,0.66,7,1,0.0,1,2016-08-29,2016-12-22,115,0,0.3259
ANSL_61437,2018-07-20 00:00:00,2018-09-01 14:51:00,3.0,Brown Tabby,0.01,13,9,2.0,1,2018-07-20,2018-09-01,43,1,0.11289999999999999
ANSL_72286,2016-06-18 00:00:00,2017-05-12 17:30:00,1.0,Black,0.21,13,9,0.0,2,2016-06-18,2017-05-12,328,0,0.3146
ANSL_60950,2007-09-01 00:00:00,2016-09-22 16:05:00,0.0,Chocolate,0.38,0,7,1.0,2,2007-09-01,2016-09-22,3309,0,0.45630000000000004
ANSL_62085,2017-06-26 00:00:00,2017-08-07 16:57:00,3.0,Black Tabby,0.79,13,9,2.0,1,2017-06-26,2017-08-07,42,1,0.24969999999999998
ANSL_76211,2018-11-06 00:00:00,2019-04-27 18:49:00,2.0,Brown Tabby,0.69,0,7,0.0,1,2018-11-06,2019-04-27,172,0,0.4949
ANSL_50659,2014-03-20 00:00:00,2017-04-28 15:27:00,0.0,Brown,0.29,0,1,1.0,2,2014-03-20,2017-04-28,1135,0,0.4366
ANSL_71146,2018-07-08 00:00:00,2018-10-11 19:16:00,0.0,Black,0.6,7,1,1.0,1,2018-07-08,2018-10-11,95,0,0.3699
ANSL_63046,2018-11-03 00:00:00,2019-03-04 10:45:00,0.0,Tortie Point,0.49,7,1,1.0,1,2018-11-03,2019-03-04,121,0,0.4742
ANSL_59627,2018-07-15 00:00:00,2018-11-26 00:00:00,0.0,Brown Tabby,0.21,13,9,1.0,1,2018-07-15,2018-11-26,134,0,0.1616
ANSL_53487,2013-09-23 00:00:00,2018-10-13 15:05:00,2.0,Black,0.06,13,9,0.0,2,2013-09-23,2018-10-13,1846,0,0.3171
ANSL_76038,2015-10-25 00:00:00,2019-04-24 13:37:00,1.0,Black,0.27,0,1,0.0,2,2015-10-25,2019-04-24,1277,0,0.1703
ANSL_62759,2018-07-22 00:00:00,2018-10-31 18:02:00,1.0,Tan,0.75,0,1,0.0,2,2018-07-22,2018-10-31,101,0,0.2223
ANSL_57320,2018-08-16 00:00:00,2018-11-17 18:43:00,0.0,Brown Tabby,0.35,0,1,1.0,1,2018-08-16,2018-11-17,93,0,0.3821
ANSL_72766,2017-02-16 00:00:00,2018-03-09 11:35:00,2.0,Black,0.55,0,7,0.0,2,2017-02-16,2018-03-09,386,0,0.11130000000000001
ANSL_65595,2015-09-02 00:00:00,2016-09-27 18:40:00,0.0,White,0.67,0,1,1.0,2,2015-09-02,2016-09-27,391,0,0.23120000000000002
ANSL_75653,2018-03-20 00:00:00,2019-04-14 16:51:00,1.0,White,0.71,0,8,0.0,2,2018-03-20,2019-04-14,390,0,0.2945
ANSL_58455,2013-07-19 00:00:00,2017-09-08 15:30:00,1.0,Red,0.66,0,1,0.0,2,2013-07-19,2017-09-08,1512,0,0.1371
ANSL_70832,2015-07-31 00:00:00,2016-08-21 14:08:00,2.0,Brown,0.67,18,4,1.0,4,2015-07-31,2016-08-21,387,0,0.23920000000000002
ANSL_57587,2017-07-23 00:00:00,2017-10-29 19:28:00,0.0,Black Tabby,0.89,7,1,1.0,1,2017-07-23,2017-10-29,98,0,0.2918
ANSL_59654,2016-10-27 00:00:00,2016-12-02 11:39:00,2.0,Brown Tabby,0.7,13,9,1.0,1,2016-10-27,2016-12-02,36,0,0.22469999999999998
ANSL_56780,2011-04-23 00:00:00,2016-08-09 17:36:00,1.0,Brown,0.02,0,1,0.0,2,2011-04-23,2016-08-09,1935,0,0.2188
ANSL_75387,2015-10-19 00:00:00,2019-04-08 13:22:00,1.0,Black,0.13,0,7,0.0,2,2015-10-19,2019-04-08,1267,0,0.28300000000000003
